Film_Adi_TR,Film_Adi_Yabanci,Film_Turu,Yonetmen,Vizyon_Tarihi,Seyirci_Sayisi,Toplam Has?lat,Yapimci,Oyuncular,IMDb,Gosterim_Hafta,Yapimci_Ulke
Muhtemel A?k,"In den Gängen, In the Aisles",Dram,Thomas Stuber,11/23/2018,1777,20484,"Jochen Laube, Martin Frühmorgen, Undine Filter","Sandra Hüller, Franz Rogowski, Peter Kurth",6.9,2,Almanya
Tutsak,Bel Canto,"Gerilim, Dram",Paul Weitz,11/02/2018,2116,33861,"Steven P. Wegner, Broderick Johnson, John H. Starke","Julianne Moore, Christopher Lambert, Ken Watanabe",5.4,3,ABD
Y?lba?? Sürprizi,A Christmas Star,Aile,Richard Elson,12/14/2018,1713,28795,Joan Burney Keatings,"Robert James-Collier, Suranne Jones, Bronagh Waugh",5.1,1,Birle?ik Krall?k
E?reti Gelin Ladik,,Dram,"Deniz Güvenç, Zaim Güvenç",04/13/2018,1622,20464,Sinemedya,"Ye?im Salk?m, Deniz Güvenç, Zaim Güvenç",7.4,6,Türkiye
Gece Dünyay? Yuttu?unda,"La nuit a dévoré le monde, The Night Eats the World",Korku,Dominique Rocher,09/28/2018,2082,26366,Carole Scotta,"Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant",6,6,Fransa
Hem?ire,,Dram,Dilek Çolak,05/11/2018,1929,15820,Salyangoz Film,"Serhat Özcan, Sertaç Ekici, Evren Duyal",6.9,6,Türkiye
Sera,,Gerilim,Adem U?ur,08/10/2018,1547,15084,Trend Film,"Cem Özer, F?rat Çölo?lu, At?lgan Gümü?",0,4,Türkiye
Son Oyun,,"Dram, Suç, Aksiyon","?lhan Akgül, Sinan Tabanl?",05/04/2018,1521,15268,Derin Film,"Memet I??k, Recep Yaz?c?o?lu, ?lhan Akgül",5.8,4,ABD
Sessizli?in Karde?leri,,Belgesel,Taylan Minta?,03/02/2018,1425,13885,Minta? Film," Cengiz Mintas, Tanju Minta?, Asim Mintas",6.6,5,Türkiye
Zirve,"La Cordillera, The Summit","Gerilim, Dram, Gizem",Santiago Mitre,01/12/2018,1394,15393,"Didar Domehri, Axel Kuschevatzky","Ricardo Darín, Paulina García, Christian Slater",6,3,"Arjantin, Fransa, ?spanya"
?yi ki Do?dun Abla,,Dram,Onur Ö?den,06/22/2018,1353,11118,Ö?den Film,"Esin Civangil, Metin Keçeci, Ayhan I??k",6.4,2,Türkiye
Akl?n Gözü,MindGamers,"Gerilim, Bilim-Kurgu, Aksiyon",Andrew Goth,06/15/2018,1302,16058,Özen Film,"Tom Payne, Sam Neill, Dominique Tipper",3.6,4,Avusturya
Fenomen,,Gerilim,"Ebubekir Uy?ur, Ercüment Kolay",07/20/2018,1297,15271,Kemik Yap?m,"Vedi ?zzi, Bora Cengiz, Hümeyra ?are",0,3,Türkiye
Horoz Bayram,,Komedi,Mustafa Diyar Demirsoy,04/20/2018,1243,14422,Vessa Yap?m,"Abdullah Aslan, Sahra Zeyn, Hüseyin Ta?",0,2,Türkiye
?çimdeki Hazine,,Aksiyon,Hüsnü Hakan Gürtop,09/14/2018,1220,10609,Pak Film,"Demir Karahan, Melis Cemre Ç?nar, Fatih Ayhan",5.6,5,Türkiye
Murtaza,,Dram,Özgür Sevimli,05/11/2018,1172,8448,Yeni Sinemac?lar,"Cezmi Bask?n, Meral Çetinkaya, Mine Teber",6,2,Türkiye
Mr. Gay Syria,,"Dram, Belgesel",Ay?e Toprak,05/11/2018,1115,12806," Ekin Çal???r, Antoine Simkine, Christine Kiauk","Nadia Ben Rachid, Zeid Hamdan",6.7,6,"Almanya, Fransa, Malta"
Umut Avc?lar?,,Komedi,?lker Çavga,01/19/2018,1014,8841,Sa?lam Film,"Haydar Zeytünlü, Furkan Tezcan, Turgut Güne?",4.5,4,Türkiye
Garantili Ölüm (Yoksa Paran ?ade),Dead in a Week: Or Your Money Back,"Komedi, Dram, Aksiyon",Tom Edmunds,12/21/2018,1110,14273,"Tom Edmunds, Tom Wilkinson, Orion Lee","Christopher Eccleston, Aneurin Barnard, Tom Wilkinson",6.2,7,Birle?ik Krall?k
Bizum U?aklar,,Komedi,Cuma U?urlu,04/27/2018,969,9307,"Derin Film, U?urlu Medya","Yakup Yavru, Reyhan ?lhan, Ay?egül Kaygusuz",1.6,2,Türkiye
3 Vakte Kadar,,Komedi,"Özlem Kayhan, Volkan Gültekin",05/18/2018,869,9330,GMT Yap?m,"Do?a Konako?lu, Hasan Gümet, Köksal Baba",2.1,4,Türkiye
Hadi Ya,,Komedi,Vecihi Ener,06/22/2018,828,9791,Avc? Film Yap?m,"Cesur Do?an, Mehtap Y?lmaz, Senem Kuyucuo?lu",0,4,Türkiye
Batl?r,,"Komedi, Dram",Stare Y?ld?r?m,11/09/2018,1301,15844,Stare Films,"Can Sipahi, Merve Dizdar, Erkan Ta?dö?en",6.2,3,Türkiye
Cano,,Dram,Mehmet Salih Demir,05/04/2018,702,8915,Layen Film,"Mehmet Salih Demir, Lütfü Irdem, Fehime Demir",0,2,Türkiye
Elim Sende,,"A?k, Dram",Banu Kaptano?ullar?,05/11/2018,645,5554,Avantgarde Yap?m,"Seda Kement, Serkan Gürkan, Fatih Küçük",0,4,Türkiye
Yaln?z Hayaller Kald?,,Dram,Mehmet Ali Arslan,04/27/2018,805,6860,Cevher Filmcilik,"Mahmut Cevher, Perihan Sava?, Ecem Baltac?",7.7,4,Türkiye
Ad? A?k,,"A?k, Dram",Eyüp Dirlik,01/26/2018,567,5047,Insert Film,"Ümit Acar, Mustafa Yaba?, Mariam Hussein",5.4,3,Türkiye
Ç?lg?n Bask?n,Raid Dingue,"Komedi, Aksiyon",Dany Boon,08/10/2018,562,5565," Dany Boon, Eric Hubert, Jérôme Seydoux","Dany Boon, Alice Pol, Yvan Attal",5.5,6,Fransa
Pervane,The Breadwinner,"Animasyon, Aile, Dram",Nora Twomey,03/09/2018,519,5912," Tomm Moore, Angelina Jolie, Paul Young","Saara Chaudry, Noorin Gulamgaus, Shaista Latif",7.7,1,"?rlanda, Kanada, Lüksemburg"
Vicdan A?ac?,,Dram,Olgun Özdemir,03/09/2018,405,4758,"Derin Film, Sargona Film","Turgay Tanülkü, Tayfun Sav, ?erafettin Kaya",5.3,2,Türkiye
Aile Oyunlar?,Family Games,"Komedi, Dram",Suzuya Bobo,09/28/2018,390,4007,Ben Barenholtz,"Megan Boone, Larry Bryggman, Alison Fraser",4.1,3,ABD
K?rlang?çlar Susam??sa,,"Dram, Belgesel",Muhammet Çak?ral,02/23/2018,314,3168,Trabezunta Film,"Hamit Demir, Murat Sar?, Burak Sar?",6.4,2,Türkiye
Ne Var?,,Komedi,Ozan Denklik,03/16/2018,296,2174,Ozan Medya,"Ozan Denklik, Ömer Koç, Emre Y?lmaz [II]",0,3,Türkiye
Nezih Bir Film,,Komedi,Ayhan Özen,09/21/2018,255,2314,The Best Films,"Ahmet ?lker Okumu?, Deniz Barut, Mehmet Ali Karaku?",5.5,2,Türkiye
Babas?n?n K?z?,"Isän tyttö, Daddy's Gir",Belgesel,Melisa Üneri,02/02/2018,202,1895,Scott Mosier,"Ben Affleck, Jennifer Lopez, Raquel Castro",6.5,3,Finlandiya
Acemi H?rs?z,,Komedi,Esat ?ekero?lu,10/26/2018,156,1205,Hezer Film,"Fuat Balyemez, Ay?egül Kaygusuz, Nihat Demirel",0,2,Türkiye
B?rak?n Çocuk Oynas?n,,Belgesel,"Atalay Ta?diken, Hac? Mehmet Durano?lu",04/06/2018,149,1390,Atyap?m,,0,3,Türkiye
Paran?n Kokusu,,"Komedi, Dram",Ahmet Boyac?o?lu,12/07/2018,487,5785,Gezici Film,"Murat K?l?ç, ?evval Sam, Emrah Koluk?sa",4.6,3,Türkiye
Sükut Evi,,Dram,Cafer Özgül,12/21/2018,117,1744,Dü? Gezginleri Film Yap?m,"Melih Selçuk, Ece Özdikici, Mehmet Özgür",5.5,1,Türkiye
Chef,,Dram,Mehmet Gün,12/28/2018,100,800,Cinemed Yap?m,"Bekir Aksoy, Müge Ulusoy, ?ebnem Köstem",0,1,Türkiye
Trileçe,,Dram,Ahmet Sönmez,12/28/2018,2291,16363,Anka Film,"Derda Yasir Yenal, Emirhan Oktay, Semra Dinçer",4.8,2,Türkiye
Asya,,Dram,Murat Aslan,12/29/2017,3,32,K?rm?z? Beyaz Film,"Marie-Ange Gontara, Philippe Ohrel",0,1,Türkiye
Recep ?vedik 5,,Komedi,Togan Gökbakar,02/16/2017,7437050,85986157,Çama??rhane Film,"?ahan Gökbakar, Orkan Varan, Deniz Ceylan",3.3,25,Türkiye
Ayla,,Dram,Can Ulkay,10/27/2017,5589872,66055256,Dijital Yap?m Evi,"Toygan Avano?lu, ?smail Hac?o?lu, Kim Seol",8.3,46,Türkiye
Aile Aras?nda,,"Komedi, Aile",Ozan Aç?ktan,12/01/2017,5289051,64556712,BKM,"Engin Günayd?n, Demet Evgar, Erdal Özya?c?lar",7.7,33,Türkiye
Çalg? Çengi ?kimiz,,Komedi,Selçuk Aydemir,01/06/2017,2798016,2798016,TR 40 33 Productions,"Ayhan Ta?, Tuna Orhan, Cahit Gök",5.6,15,Türkiye
H?zl? ve Öfkeli 8,The Fate of the Furious,"Aksiyon, IMAX",F. Gary Gray,04/13/2017,2656286,31761048,"Vin Diesel, Chris Morgan, Neal H. Moritz","Jason Statham, Kurt Russell, Vin Diesel",6.6,16,ABD
Yol Arkada??m,,Komedi,Bedran Güzel,10/27/2017,2060866,2060866,BKM,"?brahim Büyükak, O?uzhan Koç, Emre K?nay",6.1,25,Türkiye
Olanlar Oldu,,Komedi,Hakan Algül,01/20/2017,1811081,21353023,BKM,"Ata Demirer, Ülkü Duru, Salih Kalyon",6,24,Türkiye
Karayip Korsanlar?: Salazar'?n ?ntikam?,Pirates of the Caribbean: Dead Men Tell No Tales,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX","Espen Sandberg, Joachim Rønning",05/26/2017,1529857,19814542,Jerry Bruckheimer,"Johnny Depp, Brenton Thwaites, Orlando Bloom",6.5,17,ABD
Moana,,"Macera, Animasyon, Müzikal, 3 Boyutlu","Ron Clements, Don Hall, John Musker, Chris Williams",01/20/2017,1337112,16632809,Osnat Shurer,Temuera Morrison,7.6,18,ABD
Kolonya Cumhuriyeti,,Komedi,Murat Kepez,04/21/2017,1114318,12826614,BKM,"Ça?lar Çorumlu, Bü?ra Pekin, Mahir ?pek",5.8,14,Türkiye
Ç?lg?n H?rs?z 3,Despicable Me 3,"Animasyon, 3 Boyutlu",Pierre Coffin,08/25/2017,999234,12603532,Chris Meledandri; Janet Healy,Pierre Coffin,6.2,14,ABD
Logan: Wolverine,Logan,"Fantastik, Aksiyon",James Mangold,03/03/2017,901706,11560432," Simon Kinberg, Lauren Shuler Donner, Hutch Parker","Hugh Jackman, Boyd Holbrook, Patrick Stewart",8.1,11,ABD
?irinler: Kay?p Köy,Smurfs: The Lost Village,"Animasyon, 3 Boyutlu",Kelly Asbury,04/07/2017,840130,10143259,Jordan Kerner,"Aysun Topar, Demi Lovato, Özden Ayy?ld?z",6,14,ABD
Arabalar 3,Cars 3,"Animasyon, 3 Boyutlu, IMAX",Brian Fee,06/16/2017,829942,9794221,Kevin Reher,"Owen Wilson, Cristela Alonzo, Chris Cooper",6.7,17,ABD
Thor: Ragnarok,,"Macera, Aksiyon, 3 Boyutlu, IMAX",Taika Waititi,10/27/2017,795596,11437088,Kevin Feige,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",7.9,7,ABD
Mumya,The Mummy,"Macera, Aksiyon, 3 Boyutlu, IMAX",Alex Kurtzman,06/09/2017,793593,10179938,"Alex Kurtzman, Roberto Orci? ","Tom Cruise, Russell Crowe, Annabelle Wallis",5.4,11,ABD
Transformers 5: Son ?övalye,Transformers: The Last Knight,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",Michael Bay,06/23/2017,785055,9882490,"Lorenzo di Bonaventura, Tom DeSanto, Don Murphy","Anthony Hopkins, Mark Wahlberg, Josh Duhamel",5.2,9,ABD
Maymunlar Cehennemi: Sava?,War for the Planet of the Apes,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",Matt Reeves,07/14/2017,769557,9632541,"Peter Chernin , Dylan Clark , Rick Jaffa","Andy Serkis, Woody Harrelson, Judy Greer",7.4,12,ABD
Justice League: Adalet Birli?i,Justice League,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",Zack Snyder,11/17/2017,730815,10715292,"DC Films, Warner Bros. Pictures","Ben Affleck, Amber Heard, Amy Adams",6.1,9,ABD
Tatl?m Tatl?m,,Romantik-Komedi,Y?lmaz Erdo?an,03/17/2017,726990,8732297,BKM,"?ebnem Bozoklu, Serkan Keskin, Gupse Özay",5.6,15,Türkiye
John Wick 2,John Wick: Chapter 2,Aksiyon,Chad Stahelski,02/10/2017,729221,9193282,"Basil Iwanyk, Erica Lee","Keanu Reeves, Laurence Fishburne, Riccardo Scamarcio",7.4,17,ABD
Örümcek-Adam: Eve Dönü?,Spider-Man: Homecoming,"Macera, Aksiyon, IMAX",Jon Watts,07/07/2017,707320,9150038,Kevin Feige; Amy Pascal,"Robert Downey Jr., Michael Keaton, Marisa Tomei",7.4,8,ABD
Maide'nin Alt?n Günü,,Komedi,Caner Özyurtlu,12/08/2017,780329,9414925,TAFF,"Ezgi Mola, Mesut Can Tomay, Gülhan Tekin",3.7,8,Türkiye
Vezir Parma??,,"Komedi, Dram",Mahsun K?rm?z?gül,01/25/2017,663675,7812158,Boyut Film,"Bahtiyar Engin, Arif Erkin Güzelbeyo?lu, Ali Sürmeli",4.1,7,Türkiye
Cingöz Recai: Bir Efsanenin Dönü?ü,,Suç,Onur Ünlü,10/13/2017,655693,7911935,Limon Film,"Kenan ?mirzal?o?lu, Haluk Bilginer, Meryem Uzerli",4.8,13,Türkiye
Kurtlar Vadisi Vatan,,"Suç, Aksiyon",Serdar Akar,09/29/2017,634898,7373649,Pana Film,"Necati ?a?maz, Sinem Uslu, Cahit Kayao?lu",3.9,7,Türkiye
Ay Lav Yu Tuu,,Komedi,Sermiyan Midyat,09/22/2017,608204,7018872,TAFF,"Sermiyan Midyat, Nikki Leigh, Ayça Damgac?",3.4,7,Türkiye
Patron Bebek,The Boss Baby,"Komedi, Animasyon",Tom McGrath,03/31/2017,614845,7235892,DreamWorks Animation,"Miles Christopher Bakshi, Alec Baldwin, Steve Buscemi",6.3,59,ABD
Karde?im Benim 2,,"Komedi, Dram",Mert Baykal,11/24/2017,573605,6574809,"BRK´S Production, TAFF","Burak Özçivit, Ayhan Ta?, Murat Boz",4.4,8,Türkiye
Sonsuz A?k,,A?k,Ahmet Kat?ks?z,03/24/2017,568505,6598639,TAFF,"Fahriye Evcen Özçivit, Murat Y?ld?r?m, Fatih Al",6.1,8,Türkiye
Mutluluk Zaman?,,Romantik-Komedi,?enol Sönmez,11/10/2017,571488,7046505,NuLook,"Elçin Sangu, Bar?? Arduç, Cengiz Bozkurt",5.9,13,Türkiye
Yol Ayr?m?,,Dram,Yavuz Turgul,11/10/2017,519407,6717743,TMC Film,"?ener ?en, Çi?dem Sel???k Onat, Rutkay Aziz",6.6,8,Türkiye
Star Wars: Son Jedi,Star Wars: The Last Jed,"Macera, Bilim-Kurgu, 3 Boyutlu, IMAX",Rian Johnson,12/13/2017,608551,10133812,Lucasfilm Ltd. Ram Bergman,"Daisy Ridley, Mark Hamill, John Boyega",6.9,9,ABD
Karanl???n Elli Tonu,Fifty Shades Darker,"A?k, Dram",James Foley,02/10/2017,506777,6505938,"Michael De Luca, E. L. James, Dana Brunetti","Kim Basinger, Jamie Dornan, Dakota Johnson",4.9,7,ABD
?stanbul K?rm?z?s?,,A?k,Ferzan Özpetek,03/03/2017,504765,6391158,BKM,"Nejat ??ler, Halit Ergenç, Tuba Büyüküstün",5.4,10,Türkiye
?ans?m? Seveyim,,Komedi,Ender M?hlar,08/25/2017,504625,5833450,TAFF,"Cem Gelino?lu, Zerrin Sümer, Metin Y?ld?z",5,6,Türkiye
Yeni Nesil Ajan: Xander Cage'in Dönü?ü,xXx: Return of Xander Cage,"Macera, Aksiyon, 3 Boyutlu",D.J. Caruso,01/27/2017,501575,6730430," Vin Diesel, ?Joe Roth","Toni Collette, Vin Diesel, Samuel L. Jackson",5.2,5,ABD
Siccin 4,,Korku,Alper Mestçi,09/01/2017,476880,5638713,Muhte?em Film,"Sebahat Adalar, Mirza Metin, Yasemin Kurttekin",5.8,8,Türkiye
Wonder Woman,,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",Patty Jenkins,06/02/2017,472966,6181169, Zack Snyder; Deborah Snyder,"Robin Wright, Chris Pine, David Thewlis",7.4,8,ABD
Uzay Yolcular?,Passengers,"Macera, Bilim-Kurgu, 3 Boyutlu",Morten Tyldum,01/13/2017,468861,6566150,"Stephen Hamel, Neal H. Moritz, Michael Maher","Laurence Fishburne, Jennifer Lawrence, Chris Pratt",7,6,ABD
Ma?a ile Koca Ay?,Masha i Medved,Animasyon,Oleg Kuzovkov,04/21/2017,468793,5019144,Oleg Kuzovkov,"Idil Kuner, Dogukan Manco, Aydilge Sarp",7.9,52,Rusya
4N1K,,"Romantik-Komedi, Gençlik",Deniz Co?kun,05/12/2017,463196,4979974,"Fabrika Yap?m, TAFF","Gözde Mutluer, Hasan Denizyaran, Burak Yörük",5.1,13,Türkiye
Cumali Ceber: Allah Seni Als?n,,Komedi,Gökhan Gök,08/04/2017,461349,5044986,RETROPRO,"Halil Söyletmez, Serkan ?engül, Ferhat Göçer",1,9,Türkiye
Kong: Kafatas? Adas?,Kong: Skull Island,"Macera, Aksiyon, 3 Boyutlu",Jordan Vogt-Roberts,03/10/2017,418077,5671318,"Thomas Tull, Jon Jashni","Samuel L. Jackson, John C. Reilly, Thomas Mann",6.6,8,ABD
O,It (2017),"Korku, Gerilim, Dram, IMAX",Andy Muschietti,09/15/2017,401459,5402114,Roy Lee; Dan Lin; Seth Grahame-Smith,"Jaeden Martell, Bill Skarsgård, Sophia Lillis",7.3,6,ABD
Çin Seddi,The Great Wall,"Gerilim, Aksiyon, 3 Boyutlu",Yimou Zhang,12/30/2016,390023,5514128,"Thomas Tull, Charles, Roven Jon Jashni","Matt Damon, Willem Dafoe, Pedro Pascal",5.9,6,"ABD, Çin"
Sen Kiminle Dans Ediyorsun?,,Komedi,Burak Aksak,11/17/2017,389595,4727058,BKM,"Binnur Kaya, Demet Özdemir, Uraz Kayg?laro?lu",5.6,9,Türkiye
Galaksinin Koruyucular? 2,Guardians of the Galaxy Vol. 2,"Macera, Aksiyon, 3 Boyutlu, IMAX",James Gunn,04/28/2017,385357,5367216,Kevin Feige,"Chris Pratt, Zoe Saldana, Karen Gillan",7.6,10,ABD
Deli A?k,,Komedi,"Murat Kaman, Murat Dündar",03/10/2017,376367,4397794,"CMYLMZ Fikirsanat, NuLook","Pelin Akil, Toygan Avano?lu, Nilperi ?ahinkaya",5.5,6,Türkiye
Hep Yek 2,,Komedi,Orçun Benli,01/13/2017,372557,4282548,K?rlang?ç Film,"Nihan Balyal?, Gökhan Y?k?lkan, ?nan Ula? Torun",4.4,5,Türkiye
Öteki Taraf,,"Gerilim, A?k",Özcan Deniz,12/08/2017,391485,4569051,"Av?ar Film, DNZ Film","Özcan Deniz, Meryem Uzerli, Asl? Enver",6,7,Türkiye
Kara Kule,The Dark Tower,"Gerilim, Fantastik, Aksiyon",Nikolaj Arcel,08/04/2017,361269,4498856, Akiva Goldsman; ?Ron Howard,"Claudia Kim, Idris Elba, Matthew McConaughey",5.6,7,ABD
Kötü Çocuk,,"A?k, Gençlik",Ya??z Alp Akayd?n,01/20/2017,358192,4170011,TAFF,"Tülin Özen, Can Sipahi, Afra Saraço?lu",2,5,Türkiye
Dunkirk,,"Dram, Sava?, Aksiyon, IMAX",Christopher Nolan,07/21/2017,347705,5019982,"Christopher Nolan, Emma Thomas","Fionn Whitehead, Tom Hardy, Kenneth Branagh",7.8,9,"ABD, Birle?ik Krall?k"
Kabuktaki Hayalet,Ghost in the Shell,"Bilim-Kurgu, Aksiyon, IMAX",Rupert Sanders,03/31/2017,326026,4523049,"Avi Arad , Steven Paul","Scarlett Johansson, Juliette Binoche, Takeshi Kitano",6.3,5,ABD
Kral Arthur: K?l?ç Efsanesi,King Arthur: Legend of the Sword,"Macera, Fantastik, 3 Boyutlu",Guy Ritchie,05/12/2017,320948,4206336,Akiva Goldsman,"Djimon Hounsou, Lee Nicholas Harris, Charlie Hunnam",6.7,13,"ABD, Birle?ik Krall?k"
F?r?ldak Ailesi,,"Komedi, Animasyon","H. Can Dizdaro?lu, Berk Tokay",02/03/2017,314939,3807760,BKM,"Murat Boz, ?brahim Büyükak, O?uzhan Koç",4.3,7,Türkiye
Ketenpere,,Komedi,Kamil Çetin,11/03/2017,299180,3701837,Film?stanbul,"?afak Sezer, Hakan Ural, Mehmet Esen",4.4,5,Türkiye
A??klar ?ehri,La La Land,"Komedi, Dram, Müzikal",Damien Chazelle,12/30/2016,296369,4454613,"Fred Berger, Gary Gilbert, Jordan Horowitz","Ryan Gosling, Emma Stone, Rosemarie DeWitt",8,26,ABD
Yedinci Hayat,What Happened to Monday,"Gerilim, Bilim-Kurgu",Tommy Wirkola,09/01/2017,304096,3968563,Raffaella De Laurentiis; Fabrice Gianfermi,"Glenn Close, Willem Dafoe, Noomi Rapace",6.8,14,"ABD, Belçika, Birle?ik Krall?k, Fransa"
Testere: Jigsaw Efsanesi,Jigsaw,"Korku, Suç, Gizem, IMAX","Peter Spierig, Michael Spierig",11/03/2017,277520,3507211,Oren Koules; Mark Burg,"Matt Passmore, Tobin Bell, Callum Keith Rennie",5.7,6,"ABD, Kanada"
Annabelle: Kötülü?ün Do?u?u,Annabelle: Creation,"Korku, Gerilim",David F. Sandberg,08/18/2017,260527,3336970,"James Wan, Peter Safran","Miranda Otto, Javier Botet, Stephanie Sigman",6.5,6,ABD
Ac? Tatl? Ek?i,,"A?k, Dram",Andaç Haznedaro?lu,12/22/2017,622674,7361120,"BKM, CJ ENM","Özge Özpirinçci, Bu?ra Gülsoy, Yusuf Akgün",6,15,Türkiye
Güzel ve Çirkin,Beauty and the Beast,"A?k, Aile, Fantastik, Müzikal, 3 Boyutlu, IMAX",Bill Condon,03/17/2017,249436,3553758,Don Hahn; Howard Ashman,"Ewan McGregor, Kevin Kline, Emma Thompson",7.1,7,ABD
Halka 3,Rings,Korku,F. Javier Gutiérrez,02/03/2017,243393,2986412,Walter F. Parkes,"Vincent D'Onofrio, Alex Roe, Aimee Teegarden",4.5,5,ABD
Bölük,,Dram,Aytaç A??rlar,10/20/2017,241916,2837176,TAFF,"Olgu Baran Kubilay, Hakan Kurta?, Mehmet Selim Akgül",7.1,5,Türkiye
Kingsman: Alt?n Çember,Kingsman: The Golden Circle,"Macera, Komedi, Aksiyon, IMAX",Matthew Vaughn,09/22/2017,241373,3367586,"Matthew Vaughn, David Reid","Julianne Moore, Halle Berry, Colin Firth",6.7,6,ABD
OHA Diyorum,,Komedi,Ersan Özer,11/03/2017,230618,2957500,"Muhte?em Film, TME Films, Mediakraft Türkiye","Alper Rende, Melih Abuaf, F?rat Sobutay",1.6,8,Türkiye
Do?u Ekspresinde Cinayet,Murder on the Orient Express,"Dram, Suç, Gizem",Kenneth Branagh,11/10/2017,228927,3411837," Ridley Scott, Mark Gordon","Kenneth Branagh, Daisy Ridley, Johnny Depp",8,6.5,ABD
Resident Evil: Son Bölüm,Resident Evil: The Final Chapter,"Korku, Gerilim, 3 Boyutlu",Paul W.S. Anderson,02/24/2017,224921,2890024,"Paul W. S. Anderson, Jeremy Bolt","Milla Jovovich, Ruby Rose, Ali Larter",5.5,5,ABD
Damat Tak?m?,,Romantik-Komedi,Do?a Can Anafarta,10/20/2017,236700,2819178,Asteros,"Furkan And?ç, Özgürcan Çevik, Pelin Akil",5.2,9,Türkiye
Yarat?k: Covenant,Alien: Covenant,"Gerilim, Bilim-Kurgu, Aksiyon, IMAX",Ridley Scott,05/12/2017,209266,2640721,"John Logan, Dante Harper?","Guy Pearce, Michael Fassbender, Noomi Rapace",6.4,6,ABD
Barry Seal: Kaçakç?,American Made,"Gerilim, Suç, Biyografi",Doug Liman,09/08/2017,205009,2783474," Tyler Thompson, Brian Grazer, Ron Howard","Tom Cruise, Domhnall Gleeson, Jesse Plemons",7.1,7,ABD
Kaptan Dü?ükdon: Destans? ?lk Film,Captain Underpants: The First Epic Movie,"Komedi, Animasyon",David Soren,06/02/2017,202060,2386147,"Mark Swift, Mireille Soria, Chris Finnegan","George Beard, Harold HutchinS",6.2,17,ABD
Valerian ve Bin Gezegen ?mparatorlu?u,Valerian and the City of a Thousand Planets,"Macera, Bilim-Kurgu, Aksiyon",Luc Besson,07/27/2017,191779,2497073,Luc Besson; Virginie Silla,"Cara Delevingne, Dane DeHaan, Clive Owen",6.4,7,Fransa
Sar???n Bomba,Atomic Blonde,"Gerilim, Aksiyon",David Leitch,07/27/2017,190647,2463773,Charlize Theron; Beth Kono; A. J. Dix,"Charlize Theron, John Goodman, James McAvoy",6.7,12,ABD
Sümela'n?n ?ifresi 3: Cünyor Temel,,Komedi,Adem K?l?ç,04/07/2017,189367,2185619,"TAFF, Üçgen Yap?mevi","Salih Kalyon, Çetin Altay, Ruhi Sar?",2.8,6,Türkiye
Reis,,Dram,Hüdaverdi Yavuz,03/03/2017,189074,2060909,Kafkasör Film,"Volkan Ba?aran, Reha Beyo?lu, Özlem Balc?",1,8,Türkiye
Dangal,,"Dram, Biyografi, Aksiyon",Nitesh Tiwari,08/18/2017,182304,1568875,"Aamir Khan, Kiran Rao, Siddharth Roy Kapur","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh",8.3,13,Hindistan
Hayat,Life,"Gerilim, Bilim-Kurgu, IMAX",Daniel Espinosa,03/24/2017,176137,2394424,"Bonnie Curtis , David Ellison , Dana Goldberg","Jake Gyllenhaal, Ryan Reynolds, Rebecca Ferguson",6.6,7,ABD
Uzaydan Gelen F?rt?na,Geostorm,"Aksiyon, 3 Boyutlu, IMAX",Dean Devlin,10/20/2017,176092,2608888,Dean Devlin,"Gerard Butler, Abbie Cornish, Ed Harris",5.3,4,ABD
Babam,,Dram,Nihat Durak,10/06/2017,171446,2041702,"TAFF, Durak Film","Çetin Tekindor, Cansu F?r?nc?, Cezmi Bask?n",7.1,8,Türkiye
My Little Pony Filmi,My Little Pony: The Movie,Animasyon,Jayson Thiessen,10/06/2017,166444,2129325,"Brian Goldner, Haven Alexander, Marcia Gwendolyn Jones","Emily Blunt, Sia, Zoe Saldaña",6,19,ABD
Blade Runner 2049: B?çak S?rt?,Blade Runner 2049,"Bilim-Kurgu, 3 Boyutlu, IMAX",Denis Villeneuve,10/06/2017,164376,2592438,"Andrew A. Kosove, Broderick Johnson","Harrison Ford, Ryan Gosling, Robin Wright",8,5,ABD
Karlar Kraliçesi 3: Ate? ve Buz,"Snezhnaya koroleva 3, The Snow Queen 3","Animasyon, 3 Boyutlu",Aleksey Tsitsilin,02/24/2017,163900,1923284,"Yuriy Moskvin, Vladimir Nikolaev","Ivan Okhlobystin, Olga Zubkova",6,13,Rusya
Tam Gaz,Baby Driver,"Komedi, Suç, Aksiyon",Edgar Wright,06/30/2017,161794,2124211,Nira Park; Tim Bevan?; ?Eric Fellner,"Jamie Foxx, Kevin Spacey, Ansel Elgort",7.6,7,ABD
Biz Size Döneriz,,"Komedi, Gençlik",Do?a Can Anafarta,03/31/2017,157021,997090,Asteros,"Hande Soral, Ça?lar Ertu?rul, F?rat Albayram",5.9,5,Türkiye
